type_specimen,synonyms,repository,other_notes,questionable_id,scientific_name,collection_site,location_english
NA,NA,NA,"the pugnacious blue swimming crab; S&R noted this was the most common crab in the Gulf, “found at practically every suitable station,” and this is still the case [presence assumed]",FALSE,Callinectes bellicosus,Bahía de Los Ángeles,Angeles Bay
NA,"Felaniella sericata, a junior synonym",NA,NA,FALSE,Felaniella cornea,Bahía de Los Ángeles,Angeles Bay
NA,NA,NA,NA,FALSE,Chione sp.,Bahía de Los Ángeles,Angeles Bay
NA,NA,NA,NA,FALSE,Tivela sp.,Bahía de Los Ángeles,Angeles Bay
NA,NA,NA,not O. bimaculatus,FALSE,Octopus sp.,Bahía de Los Ángeles,Angeles Bay
NA,NA,NA,slipper shell; the “sand flats limpets” of the Narrative,FALSE,Crepidula onyx,Bahía de Los Ángeles,Angeles Bay
NA,NA,NA,the common Gulf lancelet,FALSE,Branchiostoma californiense,Bahía de Los Ángeles,Angeles Bay
NA,NA,USNM,NA,FALSE,Ophiactis savignyi,Bahía de Los Ángeles,Angeles Bay
NA,NA,USNM,NA,FALSE,Ophiocoma aethiops,Bahía de Los Ángeles,Angeles Bay
NA,NA,USNM,NA,FALSE,Ophionereis annulata,Bahía de Los Ángeles,Angeles Bay
NA,NA,NA,questionable identification of a black sponge,TRUE,Aaptos vannamei,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,"there are 3 species in this genus known from the Gulf: H. sinapium, H. adreissiformis, and H. rubiginosa; the last is known from Puerto Refugio and likely the species S&R reported",FALSE,Hymeniacidon sp.,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,"the most common calcareous sponge in the Gulf, and one of the most common sponges in the Tropical East Pacific",FALSE,Leucetta losangelensis,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,questionable identification; this is a California species,TRUE,Leuconia heathi,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,one of the most common hydroids in the northeastern Pacific,FALSE,Aglaophenia diegensis,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,"P. porosa, a junior synonym",USNM,"S&R correctly noted this was the commonest coral on Gulf shores, occurring as dome-shaped encrusting heads 8 inches in diameter",FALSE,Porites californica,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,USNM,ruffled anemone,FALSE,Phyllactis concinnata,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,USNM,anemone,FALSE,Telmatactis panamensis,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,"the genus Flustra has been broken apart, and there are now a half-dozen species in other genera that this could have been",TRUE,Flustra (?) sp.,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,"“small P. agassizii”; as Physcosoma agassizii, a junior synonym",FALSE,Phascolosoma sp.,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,NA,FALSE,Sipunculus nudus,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,USNM,type specimen of a new echiuran described by W. K. Fisher in 1946; Ricketts’s field notes called this “a green Echiurus”,FALSE,Ochetostoma edax,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,the 3-stripe fire worm; a stinging polychaete and fairly common Tropical East Pacific species,FALSE,Chloeia viridis,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,the ubiquitous fire worm; found at every rocky shore site the expedition visited,FALSE,Eurythoe complanata,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,“small Gulf fire worm”,FALSE,Notopygos ornata,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,"long, green, sand flat polychaete",FALSE,Eulalia myriacyclum,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,a Gulf endemic,FALSE,Eunice filamentosa,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,regarded as a nearly circumtropical polychaete,FALSE,Palola siciliensis,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,a poorly known serpulid polychaete,FALSE,Protula tubularia,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,this Southern California species has apparently not been reported from the Gulf since the S&R report,FALSE,Stylarioides capulata,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,NA,FALSE,Eurythoe complanata,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,the “short fat stinging worm”,FALSE,Chloeia viridis,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,NA,FALSE,Heliaster kubiniji,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,NA,FALSE,Astrometis sertulifera,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,NA,FALSE,Phataria unifascialis,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,NA,FALSE,Linckia columbiae,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,NA,FALSE,Mithrodia bradleyi,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,"5 species in this genus are known from the Gulf today: H. aspera, H. asthenactis, H. clarki, H. gracilis, H. polyacantha",FALSE,Henricia sp.,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,Othelia tenuispina,NA,"noted to be more common the farther north they traveled; once very common, now less so due to uncontrolled beach tourism",FALSE,Echinaster tenuispina,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,USNM,NA,FALSE,Ophiocoma alexandri,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,USNM,NA,FALSE,Ophioderma teres,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,USNM,NA,FALSE,Ophionereis annulata,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,USNM,NA,FALSE,Ophiothrix spiculata,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,one of the most common urchins in the Gulf; collected “at practically every suitable collecting place”,FALSE,Eucidaris thouarsii,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,NA,FALSE,Arbacia incisa,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,NA,FALSE,Centrostephanus coronatus,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,M. spatagus,NA,"a small and uncommon heart urchin ranging from the Upper Gulf to Panama, taken only at this locality",FALSE,Metalia nobilis,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,a circumtropical species common in the Gulf,FALSE,Holothuria arenicola,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,a circumtropical species; S&R describe this as the second most common sea cucumber from their expedition,FALSE,Holothuria impatiens,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,Slenkothuria lubrica,NA,the sulfur cucumber; the most common sea cucumber taken during the expedition and the most common cucumber in the Sea of Cortez littoral today,FALSE,Holothuria lubrica,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,NA,FALSE,Chthamalus anisopoma,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,NA,FALSE,Ligia sp.,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,USNM,"amphipod; only one species in this genus is known from the Gulf today, A. holmesi",FALSE,Aruga sp.,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,"one of the most common invertebrates of the temperate NW Pacific Coast, but probably always rare in the Gulf; a temperate disjunct species ranging from the Pacific Northwest to Magdalena Bay [SW Baja], reappearing in the Northern and Central Gulf. The last reliable records in the Gulf seem to be from the late 1960s, and it might be that sea surface temps are now too warm for this species to survive in the Sea of Cortez. Also reported from Japan and Korea. Randall’s original type locality of Hawaii was almost certainly an error.",FALSE,Pachygrapsus crassipes,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,"Dromidia larraburei, a junior synonym",NA,small specimens in tide pools,FALSE,Moreiradromia sarraburei,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,NA,FALSE,Eucinetops lucasi,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,NA,FALSE,Microphrys platysoma,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,"Portunus pichilinquei, a junior synonym of this subspecies",NA,taken by night-lighting,FALSE,Portunus xantusii affinis,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,"Leptodius occidentalis, a junior synonym",NA,one of the most common and abundant small crabs in the Gulf,FALSE,Cataleptodius occidentalis,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,NA,FALSE,Eurypanopeus planissimus,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,NA,FALSE,Pilumnus gonzalensis,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,Sally Lightfoot crab; taken at all rocky shore stations,FALSE,Grapsus grapsus,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,NA,FALSE,Palaemon ritteri,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,a very common porcelain crab in the Gulf,FALSE,Petrolithes hirtipes,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,abundant at this site,FALSE,Acanthochitona exquisita,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,NA,FALSE,Acanthochitona sp.,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,S&R note this is the commonest chiton in the Gulf; it remains so today,FALSE,Chiton virgulatus,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,"Ischnochiton clathratus, a junior synonym, in Phyletic Catalogue",NA,NA,FALSE,Lepidozona clathrata,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,NA,FALSE,Ischnochiton tridentatus,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,"N. allantophora is now a junior synonym of Liolophura japonica, a far-west Pacific species; it is probable that the expedition’s specimen was Nuttallina crossota Berry, 1956, the only species in this genus known from the Gulf today",FALSE,Nuttallina sp. cf. allantophora,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,NA,FALSE,Chaetopleura limaciformis,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,7 species of Stenoplax are known from the Gulf today,FALSE,Stenoplax sp.,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,"Fossularca solida, a junior synonym",NA,the common “garbanzo clam” of the Gulf,FALSE,Arcopsis solida,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,the “triangular Arca” of S&R,FALSE,Fugleria illota,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,"I. anomioides, a junior synonym",NA,"very common, thin rock oyster on rocky shores in the Gulf",FALSE,Isognomon janus,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,"Brachidontes multiformis, a junior synonym",NA,a very common small mytilid mussel in the Gulf,FALSE,Brachidontes semilaevis,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,Carditamera affinis californica,NA,"S&R considered this “the commonest bivalve in the Gulf”; common in shell middens in the Northern Gulf, where they appear to have been fashioned into pendants",FALSE,Carditamera affinis,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,"Acmaea atrata, a junior synonym",NA,NA,FALSE,Lottia atrata,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,"Acmaea daliana, a junior synonym",NA,NA,FALSE,Lottia dalliana,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,"Acmaea mesoleuca, a junior synonym",NA,NA,FALSE,Lottia mesoleuca,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,"the identity of this species is unclear, but it is likely what we now call Morula nodulosa or Morula ferruginosa",FALSE,Engina ferruginosa Reeve,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,NA,FALSE,Columbella fuscata,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,NA,FALSE,Acanthina lugubris,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,"Cerithium sculptum, a junior synonym",USNM,one of the most common small snails in the Gulf,FALSE,Liocerithium judithae,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,"Callopoma fluctuosum, a junior synonym",NA,the most common mid-size gastropod in the Gulf,FALSE,Turbo fluctuosus,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,NA,FALSE,Tegula impressa,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,misspelled as “inequalis” in Phyletic Catalogue,FALSE,Diodora inaequalis,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,NA,FALSE,Fissurella rugosa,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,“Tethys sp. probably californica”,NA,NA,FALSE,Aplysia californica,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,"Berthella plumula in Phyletic Catalogue, which is an Atlantic species",NA,there are 3 described species in this genus known from the Gulf,FALSE,Berthella sp.,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,"the “small, elongate, dotted” slug of the Narrative; only one species in this genus is known from the Gulf today, A. albopunctatus",FALSE,Aegires sp.,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,unidentified slug,FALSE,Pleurobranchidae,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,"Chioraera leonina, a junior synonym",NA,the “pelagic nudibranch also found in Puget Sound”; the existence of this species in the Gulf is still uncertain,FALSE,Melibe leonina,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,Onchidium lesliei,CAS,"this species is very similar to Onchidella binneyi, and this identification needs verification; Ricketts’s field notes referred to this as a “tectibranch,” noting how abundant they were; today, O. binneyi is very abundant at this site",FALSE,Hoffmannola lesliei,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,"Haminoea strongi, a junior synonym",CAS,NA,FALSE,Haminoea virescens,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,NA,FALSE,Octopus bimaculatus,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,"Amaroucium californicum, a wide-ranging East Pacific compound tunicate; the tunicates of the Gulf of California have not yet been carefully studied",NA,NA,FALSE,Aplidium californicum,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,NA,FALSE,Didemnum carnulentum,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,"S&R speculated that this might be an undescribed species; 2 Eudistoma species are currently known from the Gulf, E. mexicanum and E. psammion",FALSE,Eudistoma sp.,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,"noted in the Narrative as “large sea-squirt the color of water”; S&R speculated that this might be an undescribed species; there are 3 species of Ascidia known from the Gulf today—A. sydneiensis, A. interrupta, and A. ceratodes—it is likely their specimen was one of these, and possibly A. interrupta which fits their description and is the most common of the three",FALSE,Ascidia sp.,"Isla Ángel de la Guarda, Puerto Refugio",Puerto Refugio
NA,NA,NA,"the most common calcareous sponge in the Gulf, and one of the most common sponges in the region",FALSE,Leucetta losangelensis,Cabo San Lucas,Cape San Lucas
NA,NA,NA,a transisthmian hydroid species,FALSE,Sertularia versluysi,Cabo San Lucas,Cape San Lucas
NA,NA,NA,“purple pendant gorgonian” of the Narrative,FALSE,Leptogorgia rigida,Cabo San Lucas,Cape San Lucas
holotype,NA,NA,type locality,FALSE,Zoanthus depressus,Cabo San Lucas,Cape San Lucas
NA,NA,NA,almost certainly a misidentification of Pleurobranchus digueti,FALSE,Pleurobranchus areolatus,Cabo San Lucas,Cape San Lucas
NA,NA,NA,flatworms,FALSE,Planocera-like forms,Cabo San Lucas,Cape San Lucas
NA,NA,NA,"this was likely C. operculata Robertson, 1910",FALSE,Crisia sp.,Cabo San Lucas,Cape San Lucas
NA,"Phascolosma hesperum, a junior synonym; = Golfingia hespera",NA,NA,FALSE,Apionsoma misakianum,Cabo San Lucas,Cape San Lucas
NA,NA,NA,"attached to the tube of Spirobranchus; likely either P. citron or P. websteri, both described by Olga Hartman in the mid-1940s",FALSE,Polydora sp.,Cabo San Lucas,Cape San Lucas
NA,NA,NA,"minute serpulids attached to tube of Spirobranchus; 3 species of Eupomatus are known from the Gulf today: E. brachyacantha, E. recurvispina, E. uncinatus",FALSE,Eupomatus sp.,Cabo San Lucas,Cape San Lucas
NA,NA,NA,"a large worm with anastomosing calcareous tubes; spiral gills banded red, white, and black",FALSE,Spirobranchus incrassatus,Cabo San Lucas,Cape San Lucas
NA,NA,NA,the most common of the Gulf sun stars,FALSE,Heliaster kubiniji,Cabo San Lucas,Cape San Lucas
NA,"Oreaster occidentalis, a junior synonym",NA,a widespread Tropical East Pacific species,FALSE,Pentaceraster cumingi,Cabo San Lucas,Cape San Lucas
NA,NA,NA,NA,FALSE,Ophiocoma alexandri,Cabo San Lucas,Cape San Lucas
NA,NA,NA,one of the most common urchins in the Gulf; collected “at practically every suitable collecting place”,FALSE,Eucidaris thouarsii,Cabo San Lucas,Cape San Lucas
NA,NA,NA,NA,FALSE,Echinometra vanbrunti,Cabo San Lucas,Cape San Lucas
NA,Slenkothuria lubrica,NA,"the sulfur cucumber; the most common sea cucumber taken during the expedition, and the most common cucumber in the Gulf littoral today",FALSE,Holothuria lubrica,Cabo San Lucas,Cape San Lucas
NA,Tetraclita squamosa stalactifera,NA,NA,FALSE,Tetraclita stalactifera,Cabo San Lucas,Cape San Lucas
NA,NA,NA,NA,FALSE,Chthamalus anisopoma,Cabo San Lucas,Cape San Lucas
